"","site_id","year","season","date","transect_id","plot_id","lat","long","distance","elevation","subplot","rep","species","percent_cover","percent_cover_cal","density_raw","density_adj","canopy_height_m","lg_burrow_raw","lg_burrow_adj","sm_burrow_raw","sm_burrow_adj","diameter","height","comments","observer","date_entered","entered_by","date_checked","checked_by","canopy_height_cm","reserve","type","month","station_name","... <- NULL"
"52","00",2019,"Fall",2019-10-09,"B",2,29.977992,-81.319327,6,0.527,"NA",1,"Sarcocornia perennis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"53","00",2019,"Fall",2019-10-09,"B",2,29.977992,-81.319327,6,0.527,"NA",1,"Juncus roemerianus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"54","00",2019,"Fall",2019-10-09,"B",2,29.977992,-81.319327,6,0.527,"NA",1,"Distichlis spicata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"55","00",2019,"Fall",2019-10-09,"B",2,29.977992,-81.319327,6,0.527,"NA",1,"Avicennia germinans",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"56","00",2019,"Fall",2019-10-09,"B",2,29.977992,-81.319327,6,0.527,"NA",1,"Unvegetated",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"57","00",2019,"Fall",2019-10-09,"C",3,29.978249,-81.319287,10,0.235,"NA",1,"Distichlis spicata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"around 50% pool/water",NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"58","00",2019,"Fall",2019-10-09,"C",3,29.978249,-81.319287,10,0.235,"NA",1,"Avicennia germinans",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"around 50% pool/water",NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"59","00",2019,"Fall",2019-10-09,"C",3,29.978249,-81.319287,10,0.235,"NA",1,"Unvegetated",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"around 50% pool/water",NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"60","00",2019,"Fall",2019-10-09,"C",4,29.978258,-81.319314,10,0.543,"NA",1,"Spartina alterniflora",30,NA,5,80,1.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.4,"GTM","E",10,"gtmpiwq","gtmpiwq"
"61","00",2019,"Fall",2019-10-09,"C",4,29.978258,-81.319314,10,0.543,"NA",1,"Batis maritima",50,NA,13,208,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8,"GTM","E",10,"gtmpiwq","gtmpiwq"
"62","00",2019,"Fall",2019-10-09,"C",4,29.978258,-81.319314,10,0.543,"NA",1,"Sarcocornia perennis",1,NA,NA,0,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,"GTM","E",10,"gtmpiwq","gtmpiwq"
"63","00",2019,"Fall",2019-10-09,"C",4,29.978258,-81.319314,10,0.543,"NA",1,"Juncus roemerianus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"64","00",2019,"Fall",2019-10-09,"C",4,29.978258,-81.319314,10,0.543,"NA",1,"Distichlis spicata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"65","00",2019,"Fall",2019-10-09,"C",4,29.978258,-81.319314,10,0.543,"NA",1,"Avicennia germinans",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"66","00",2019,"Fall",2019-10-09,"C",4,29.978258,-81.319314,10,0.543,"NA",1,"Unvegetated",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"67","00",2019,"Fall",2019-10-09,"C",5,29.978223,-81.31933,6,0.321,"NA",1,"Spartina alterniflora",30,NA,15,195,1.33,NA,NA,NA,NA,NA,NA,"has rivette running though the plot",NA,NA,NA,NA,NA,133,"GTM","E",10,"gtmpiwq","gtmpiwq"
"68","00",2019,"Fall",2019-10-09,"C",5,29.978223,-81.31933,6,0.321,"NA",1,"Batis maritima",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"69","00",2019,"Fall",2019-10-09,"C",5,29.978223,-81.31933,6,0.321,"NA",1,"Sarcocornia perennis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"70","00",2019,"Fall",2019-10-09,"C",5,29.978223,-81.31933,6,0.321,"NA",1,"Juncus roemerianus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"71","00",2019,"Fall",2019-10-09,"C",5,29.978223,-81.31933,6,0.321,"NA",1,"Distichlis spicata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"72","00",2019,"Fall",2019-10-09,"C",5,29.978223,-81.31933,6,0.321,"NA",1,"Avicennia germinans",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"73","00",2019,"Fall",2019-10-09,"C",5,29.978223,-81.31933,6,0.321,"NA",1,"Unvegetated",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"74","00",2019,"Spring",2019-04-15,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Spartina alterniflora",35,NA,NA,NA,1.054,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,105.4,"GTM","E",4,"gtmpiwq","gtmpiwq"
"75","00",2019,"Spring",2019-04-15,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Batis maritima",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"76","00",2019,"Spring",2019-04-15,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Sarcocornia perennis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"77","00",2019,"Spring",2019-04-15,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Juncus roemerianus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"78","00",2019,"Spring",2019-04-15,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Distichlis spicata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"79","00",2019,"Spring",2019-04-15,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Avicennia germinans",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"80","00",2019,"Spring",2019-04-15,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Unvegetated",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"81","00",2019,"Spring",2019-04-15,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Spartina alterniflora",30,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,64.2,"GTM","E",4,"gtmpiwq","gtmpiwq"
"82","00",2019,"Spring",2019-04-15,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Batis maritima",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"83","00",2019,"Spring",2019-04-15,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Sarcocornia perennis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"84","00",2019,"Spring",2019-04-15,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Juncus roemerianus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"85","00",2019,"Spring",2019-04-15,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Distichlis spicata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"86","00",2019,"Spring",2019-04-15,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Avicennia germinans",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"87","00",2019,"Spring",2019-04-15,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Unvegetated",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"88","00",2019,"Spring",2019-04-15,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Spartina alterniflora",40,NA,21,336,0.772,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,77.2,"GTM","E",4,"gtmpiwq","gtmpiwq"
"89","00",2019,"Spring",2019-04-15,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Batis maritima",0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"90","00",2019,"Spring",2019-04-15,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Sarcocornia perennis",0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"91","00",2019,"Spring",2019-04-15,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Juncus roemerianus",0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"92","00",2019,"Spring",2019-04-15,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Distichlis spicata",0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"93","00",2019,"Spring",2019-04-15,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Avicennia germinans",0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"94","00",2019,"Spring",2019-04-15,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Unvegetated",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
