Year,Season,Date,SiteID,TransectID,PlotID,Lat,Long,Distance,Elevation,Subplot,Rep,Species,% Cover,Calc. % Cover,density_raw,Density_adj,Canopy Height_m,lg_burrow_raw,lg_burrow_adj,sm_burrow_raw,sm_burrow_adj,Diameter,Height,comments,observer,date_entered,entered_by,date_checked,checked_by
2012,Fall,7/17/2012,22,B,2,29.821491,-81.289057,6,NA,NA,1,Spartina alterniflora,55,49,,NA,0.75,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,2,29.821491,-81.289057,6,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,2,29.821491,-81.289057,6,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,2,29.821491,-81.289057,6,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,2,29.821491,-81.289057,6,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,2,29.821491,-81.289057,6,NA,NA,1,Avicennia germinans,1,0,,NA,0.32,NA,,NA,,NA,0.32,,,,,,
2012,Fall,7/17/2012,22,B,2,29.821491,-81.289057,6,NA,NA,1,Unvegetated,44,51,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,3,29.821456,-81.289061,10,NA,NA,1,Spartina alterniflora,50,51,,NA,0.7,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,3,29.821456,-81.289061,10,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,3,29.821456,-81.289061,10,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,3,29.821456,-81.289061,10,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,3,29.821456,-81.289061,10,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,3,29.821456,-81.289061,10,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,3,29.821456,-81.289061,10,NA,NA,1,Unvegetated,50,49,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,4,29.82145,-81.289035,10,NA,NA,1,Spartina alterniflora,40,47,,NA,0.7,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,4,29.82145,-81.289035,10,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,4,29.82145,-81.289035,10,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,4,29.82145,-81.289035,10,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,4,29.82145,-81.289035,10,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,4,29.82145,-81.289035,10,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,4,29.82145,-81.289035,10,NA,NA,1,Unvegetated,60,53,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,5,29.821481,-81.289024,6,NA,NA,1,Spartina alterniflora,60,41,,NA,0.7,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,5,29.821481,-81.289024,6,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,5,29.821481,-81.289024,6,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,5,29.821481,-81.289024,6,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,5,29.821481,-81.289024,6,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,5,29.821481,-81.289024,6,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,5,29.821481,-81.289024,6,NA,NA,1,Unvegetated,40,59,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,1,29.821828,-81.289068,0,NA,NA,1,Spartina alterniflora,40,53,,NA,1,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,1,29.821828,-81.289068,0,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,1,29.821828,-81.289068,0,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,1,29.821828,-81.289068,0,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,1,29.821828,-81.289068,0,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,1,29.821828,-81.289068,0,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,1,29.821828,-81.289068,0,NA,NA,1,Unvegetated,60,47,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,2,29.821875,-81.289057,6,NA,NA,1,Spartina alterniflora,40,54,,NA,0.55,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,2,29.821875,-81.289057,6,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,2,29.821875,-81.289057,6,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,2,29.821875,-81.289057,6,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,2,29.821875,-81.289057,6,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,2,29.821875,-81.289057,6,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,2,29.821875,-81.289057,6,NA,NA,1,Unvegetated,60,46,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,3,29.821908,-81.289045,10,NA,NA,1,Spartina alterniflora,60,37,,NA,0.55,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,3,29.821908,-81.289045,10,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,3,29.821908,-81.289045,10,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,3,29.821908,-81.289045,10,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,3,29.821908,-81.289045,10,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,3,29.821908,-81.289045,10,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,3,29.821908,-81.289045,10,NA,NA,1,Unvegetated,40,63,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,4,29.821902,-81.289017,10,NA,NA,1,Spartina alterniflora,50,40,,NA,0.45,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,4,29.821902,-81.289017,10,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,4,29.821902,-81.289017,10,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,4,29.821902,-81.289017,10,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,4,29.821902,-81.289017,10,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,4,29.821902,-81.289017,10,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,4,29.821902,-81.289017,10,NA,NA,1,Unvegetated,50,60,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,5,29.821867,-81.289022,6,NA,NA,1,Spartina alterniflora,40,48,,NA,0.65,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,5,29.821867,-81.289022,6,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,5,29.821867,-81.289022,6,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,5,29.821867,-81.289022,6,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,5,29.821867,-81.289022,6,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,5,29.821867,-81.289022,6,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,C,5,29.821867,-81.289022,6,NA,NA,1,Unvegetated,60,52,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,7/17/2012,22,B,1,29.821542,-81.289043,0,NA,NA,1,Spartina alterniflora,20,47,,NA,0.8,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,1,29.771394,-81.287933,0,NA,NA,1,Spartina alterniflora,40,70,,NA,1.8,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,1,29.771394,-81.287933,0,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,1,29.771394,-81.287933,0,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,1,29.771394,-81.287933,0,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,1,29.771394,-81.287933,0,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,1,29.771394,-81.287933,0,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,1,29.771394,-81.287933,0,NA,NA,1,Unvegetated,60,30,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,2,29.771442,-81.287901,6,NA,NA,1,Spartina alterniflora,25,27,,NA,0.75,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,2,29.771442,-81.287901,6,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,2,29.771442,-81.287901,6,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,2,29.771442,-81.287901,6,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,2,29.771442,-81.287901,6,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,2,29.771442,-81.287901,6,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,2,29.771442,-81.287901,6,NA,NA,1,Unvegetated,75,73,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,3,29.771462,-81.28788,10,NA,NA,1,Spartina alterniflora,45,43,,NA,0.75,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,3,29.771462,-81.28788,10,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,3,29.771462,-81.28788,10,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,3,29.771462,-81.28788,10,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,3,29.771462,-81.28788,10,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,3,29.771462,-81.28788,10,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,3,29.771462,-81.28788,10,NA,NA,1,Unvegetated,55,57,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,4,29.771488,-81.287909,10,NA,NA,1,Spartina alterniflora,40,41,,NA,0.65,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,4,29.771488,-81.287909,10,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,4,29.771488,-81.287909,10,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,4,29.771488,-81.287909,10,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,4,29.771488,-81.287909,10,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,4,29.771488,-81.287909,10,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,4,29.771488,-81.287909,10,NA,NA,1,Unvegetated,60,59,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,5,29.77146,-81.287932,6,NA,NA,1,Spartina alterniflora,35,36,,NA,0.8,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,5,29.77146,-81.287932,6,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,5,29.77146,-81.287932,6,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,5,29.77146,-81.287932,6,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,5,29.77146,-81.287932,6,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,5,29.77146,-81.287932,6,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,5,29.77146,-81.287932,6,NA,NA,1,Unvegetated,65,64,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,6,29.77154,-81.28786,20,NA,NA,1,Spartina alterniflora,55,34,,NA,0.68,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,6,29.77154,-81.28786,20,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,6,29.77154,-81.28786,20,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,6,29.77154,-81.28786,20,NA,NA,1,Juncus roemerianus,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,6,29.77154,-81.28786,20,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,6,29.77154,-81.28786,20,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,6,29.77154,-81.28786,20,NA,NA,1,Unvegetated,45,66,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,7,29.77163,-81.287798,30,NA,NA,1,Spartina alterniflora,45,27,,NA,0.85,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,7,29.77163,-81.287798,30,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,7,29.77163,-81.287798,30,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,7,29.77163,-81.287798,30,NA,NA,1,Juncus roemerianus,15,34,,NA,1.35,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,7,29.77163,-81.287798,30,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,7,29.77163,-81.287798,30,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,7,29.77163,-81.287798,30,NA,NA,1,Unvegetated,40,39,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,8,29.77171,-81.287748,40,NA,NA,1,Spartina alterniflora,2,1,,NA,0.8,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,8,29.77171,-81.287748,40,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,8,29.77171,-81.287748,40,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,8,29.77171,-81.287748,40,NA,NA,1,Juncus roemerianus,85,79,,NA,1.55,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,8,29.77171,-81.287748,40,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,8,29.77171,-81.287748,40,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,8,29.77171,-81.287748,40,NA,NA,1,Unvegetated,13,20,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,9,29.77179,-81.287697,50,NA,NA,1,Spartina alterniflora,5,13,,NA,0.95,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,9,29.77179,-81.287697,50,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,9,29.77179,-81.287697,50,NA,NA,1,Sarcocornia perennis,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,9,29.77179,-81.287697,50,NA,NA,1,Juncus roemerianus,50,58,,NA,1.3,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,9,29.77179,-81.287697,50,NA,NA,1,Distichlis spicata,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,9,29.77179,-81.287697,50,NA,NA,1,Avicennia germinans,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,9,29.77179,-81.287697,50,NA,NA,1,Unvegetated,45,29,,NA,0,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,10,29.771881,-81.287641,60,NA,NA,1,Spartina alterniflora,35,13,,NA,0.65,NA,,NA,,NA,NA,,,,,,
2012,Fall,9/26/2012,6,A,10,29.771881,-81.287641,60,NA,NA,1,Batis maritima,0,0,,NA,0,NA,,NA,,NA,NA,,,,,,
